,long_quote_id,lead_id,last_utm_source,has_been_proposed_formulas,has_chosen_formula,has_subscribed_online,submitted_at,effective_start_date,rbs_result,provider,product_third_party,product_intermediate,product_all_risks,annual_price_third_party,annual_price_intermediate,annual_price_all_risks,chosen_formula,chosen_product,policy_subscribed_at,contract_id,payment_frequency,main_driver_age,main_driver_gender,main_driver_licence_age,main_driver_bonus,vehicle_age,vehicle_class,vehicle_group,vehicle_region,has_secondary_driver,has_subscribed
44,2218462446117777312,225556169245567003,,False,False,False,2021-09-01 22:12:43 UTC,2021-11-01,,,,,,,,,,,,,,21-24,M,00,100,01-02,O-R,35+,Lorraine,False,False
45,-3430126695923302467,4803115230336389467,,False,False,False,2021-09-01 15:22:30 UTC,2021-09-10,,,,,,,,,,,,,,30-39,M,00,100,15-19,O-R,33-34,Provence-Alpes-Cote D'azur,False,False
46,7467179877937513841,2137001276557548369,,False,False,False,2021-09-01 19:25:56 UTC,2021-09-15,,,,,,,,,,,,,,40-59,M,00,101+,10-14,L-N,33-34,Languedoc-Roussillon,True,False
47,-6170850702744739736,-2269567875502139578,,False,False,False,2021-09-01 17:08:09 UTC,2021-09-02,,,,,,,,,,,,,,21-24,F,00,100,10-14,I-K,29-30,Champagne-Ardenne,False,False
48,4098879337104415514,-7222910598786639124,,False,False,False,2021-09-01 15:25:29 UTC,2021-09-01,,,,,,,,,,,,,,18-20,M,00,100,20+,I-K,31-32,Aquitaine,False,False
49,6277836472967705089,1137571429667377352,,False,False,False,2021-09-01 15:31:53 UTC,2021-10-01,,,,,,,,,,,,,,21-24,M,00,100,10-14,F-H,27-28,Nord-Pas-De-Calais,True,False
50,8967101125895142394,6950340976846837304,,False,False,False,2021-09-01 21:22:25 UTC,2021-09-02,,,,,,,,,,,,,,30-39,M,03-06,100,10-14,F-H,29-30,Ile-De-France,False,False
51,-5600699832861432349,3915192268932043755,,False,False,False,2021-09-01 17:14:22 UTC,2021-09-14,,,,,,,,,,,,,,18-20,M,02,100,01-02,O-R,35+,Rhone-Alpes,False,False
52,2476644429662042096,-7184909631645333099,,False,False,False,2021-09-01 15:55:12 UTC,2021-09-15,,,,,,,,,,,,,,18-20,F,00,100,20+,A-E,27-28,Bretagne,False,False
53,-404949483071932679,3934876058414871274,,False,False,False,2021-09-01 16:14:41 UTC,2021-10-01,,,,,,,,,,,,,,18-20,F,00,100,00,F-H,29-30,Ile-De-France,False,False
54,1938735687133780487,2362526227920490151,,False,False,False,2021-09-01 12:49:08 UTC,2021-09-01,,,,,,,,,,,,,,21-24,M,03-06,100,20+,I-K,31-32,Champagne-Ardenne,False,False
55,-5195714190771364367,3350398049064773035,,False,False,False,2021-09-01 13:36:42 UTC,2021-09-20,,,,,,,,,,,,,,40-59,M,01,100,20+,L-N,33-34,Basse-Normandie,False,False
56,3183380459850878550,-1445973049566434561,,False,False,False,2021-09-01 16:28:48 UTC,2021-09-09,,,,,,,,,,,,,,18-20,M,00,100,20+,F-H,27-28,Nord-Pas-De-Calais,False,False
57,-6447111689552002375,-466114319315044625,,False,False,False,2021-09-01 18:59:08 UTC,2021-09-09,,,,,,,,,,,,,,25-29,F,03-06,101+,06-09,L-N,31-32,Bretagne,False,False
58,3787733539768252087,4753105361357987693,,False,False,False,2021-09-01 21:08:44 UTC,2021-09-02,,,,,,,,,,,,,,30-39,F,00,100,10-14,A-E,27-28,Nord-Pas-De-Calais,False,False
59,-5103578227831647304,2311182042030656685,,False,False,False,2021-09-01 08:03:18 UTC,2021-09-01,,,,,,,,,,,,,,30-39,F,00,100,20+,A-E,27-28,Aquitaine,False,False
60,5923688911828206670,1795974601343744980,,False,False,False,2021-09-01 08:41:45 UTC,2021-09-04,,,,,,,,,,,,,,40-59,F,15+,050,10-14,A-E,29-30,Nord-Pas-De-Calais,True,False
61,4019220885789551515,7104797563073078824,,False,False,False,2021-09-01 12:45:48 UTC,2021-09-30,,,,,,,,,,,,,,25-29,F,07-14,100,00,I-K,29-30,Ile-De-France,True,False
62,-4751431189944056598,-9088821793337797380,,False,False,False,2021-09-01 14:57:46 UTC,2021-09-07,,,,,,,,,,,,,,21-24,M,00,100,15-19,F-H,29-30,Ile-De-France,True,False
63,8171869902761345952,6417788977143244366,,False,False,False,2021-09-01 11:58:43 UTC,2021-09-02,,,,,,,,,,,,,,21-24,M,00,100,10-14,L-N,31-32,Picardie,False,False
64,-8370211722347262112,-4310208641000547456,,False,False,False,2021-09-01 19:38:48 UTC,2021-09-05,,,,,,,,,,,,,,21-24,M,00,100,15-19,O-R,35+,Lorraine,False,False
65,-7707882115116932121,5764959928985811592,,False,False,False,2021-09-01 10:40:50 UTC,2021-09-01,,,,,,,,,,,,,,25-29,M,00,100,15-19,I-K,29-30,Pays De La Loire,False,False
66,-7450760069070265190,2898755031527296739,,False,False,False,2021-09-01 16:46:35 UTC,2021-10-01,,,,,,,,,,,,,,40-59,F,15+,050,15-19,F-H,29-30,Ile-De-France,True,False
67,2958075643896824764,-1291753108338655770,,False,False,False,2021-09-01 13:01:13 UTC,2021-09-11,,,,,,,,,,,,,,18-20,M,02,101+,06-09,O-R,35+,Rhone-Alpes,True,False
68,3767949391678193918,7865996594843187972,,False,False,False,2021-09-01 15:16:02 UTC,2021-09-02,,,,,,,,,,,,,,18-20,M,01,100,20+,O-R,35+,Ile-De-France,False,False
69,2888760364085857109,5290248435195190632,,False,False,False,2021-09-01 15:12:36 UTC,2021-09-02,,,,,,,,,,,,,,25-29,F,03-06,064-084,15-19,A-E,27-28,Languedoc-Roussillon,True,False
70,-7688437865327979005,342186110025012641,,False,False,False,2021-09-01 11:19:51 UTC,2021-09-01,,,,,,,,,,,,,,25-29,M,07-14,100,15-19,O-R,35+,Ile-De-France,False,False
71,8494103707086815188,-9072342297769661229,,False,False,False,2021-09-01 08:22:40 UTC,2021-09-08,,,,,,,,,,,,,,25-29,M,00,100,10-14,S-T,35+,Aquitaine,False,False
72,-699088227312819656,-2262994028722359156,,False,False,False,2021-09-01 09:58:01 UTC,2021-10-01,,,,,,,,,,,,,,18-20,M,00,100,20+,A-E,27-28,Provence-Alpes-Cote D'azur,False,False
73,369368295405439049,8149288636017705202,,False,False,False,2021-09-01 02:19:05 UTC,2021-09-05,,,,,,,,,,,,,,40-59,M,15+,050,03-05,I-K,29-30,Midi-Pyrenees,True,False
74,-2219281800154683795,3608696290660880870,,False,False,False,2021-09-01 17:06:15 UTC,2021-09-04,,,,,,,,,,,,,,18-20,M,00,101+,06-09,I-K,29-30,Nord-Pas-De-Calais,False,False
75,-3937016935295754098,-5938545044560138696,,False,False,False,2021-09-01 15:43:54 UTC,2021-09-04,,,,,,,,,,,,,,18-20,F,00,101+,15-19,L-N,31-32,Bourgogne,False,False
76,2212821869061661826,-6383280065010918664,,False,False,False,2021-09-01 09:17:15 UTC,2021-09-06,,,,,,,,,,,,,,30-39,F,01,100,15-19,I-K,31-32,Bourgogne,False,False
77,-4112854071080400391,6265796121744426202,,False,False,False,2021-09-01 04:25:36 UTC,2021-09-01,,,,,,,,,,,,,,40-59,M,15+,100,15-19,I-K,35+,Ile-De-France,False,False
78,3930963675494985441,-2787627920888523984,,False,False,False,2021-09-01 06:08:05 UTC,2021-09-01,,,,,,,,,,,,,,30-39,M,00,100,15-19,F-H,27-28,Aquitaine,False,False
79,5617628196973115083,-7804488399066319101,,False,False,False,2021-09-01 21:02:34 UTC,2021-09-02,,,,,,,,,,,,,,18-20,M,00,100,20+,A-E,27-28,Basse-Normandie,False,False
80,-1029249366320605040,5039502591724608488,,False,False,False,2021-09-01 15:48:16 UTC,2021-09-02,,,,,,,,,,,,,,40-59,M,15+,050,10-14,I-K,27-28,Picardie,True,False
81,-4527963203119204417,6776126264960228859,,False,False,False,2021-09-01 08:00:32 UTC,2021-09-01,,,,,,,,,,,,,,40-59,F,15+,050,20+,I-K,29-30,Rhone-Alpes,True,False
82,-3165050601489098068,6531474570842437140,,False,False,False,2021-09-01 17:51:40 UTC,2021-09-30,,,,,,,,,,,,,,18-20,M,00,100,10-14,I-K,29-30,Centre,True,False
83,8172845781039470343,2437262562543215033,,False,False,False,2021-09-01 21:10:05 UTC,2021-09-11,,,,,,,,,,,,,,21-24,M,00,100,06-09,L-N,33-34,Ile-De-France,False,False
84,3072403017169189873,1476256279776605828,,False,False,False,2021-09-01 04:34:19 UTC,2021-10-10,,,,,,,,,,,,,,18-20,F,00,100,15-19,F-H,29-30,Auvergne,True,False
85,5563789150378475569,3216246994874003976,,False,False,False,2021-09-01 20:53:12 UTC,2021-09-02,,,,,,,,,,,,,,60+,M,15+,100,20+,I-K,29-30,Alsace,False,False
86,-6227867130976310428,6007475069273989421,,False,False,False,2021-09-01 10:12:26 UTC,2021-09-10,,,,,,,,,,,,,,21-24,M,02,100,10-14,O-R,35+,Bourgogne,False,False
87,-1317247377627615577,3419948303538867016,,False,False,False,2021-09-01 17:11:23 UTC,2021-09-02,,,,,,,,,,,,,,40-59,F,15+,050,10-14,I-K,29-30,Nord-Pas-De-Calais,True,False
88,80090992508326691,-1519876152728763647,,False,False,False,2021-09-01 06:49:15 UTC,2021-09-01,,,,,,,,,,,,,,40-59,F,00,100,10-14,L-N,31-32,Ile-De-France,True,False
89,-1737108822694471676,-2147326293081868907,,False,False,False,2021-09-01 20:32:41 UTC,2021-09-10,,,,,,,,,,,,,,40-59,M,15+,100,20+,I-K,31-32,Ile-De-France,False,False
90,-8863766486537843003,4002529886922730216,,False,False,False,2021-09-01 06:56:18 UTC,2021-09-01,,,,,,,,,,,,,,60+,F,15+,050,03-05,F-H,27-28,Aquitaine,True,True
91,-5031649529048852096,8115159440641544532,,False,False,False,2021-09-01 08:50:52 UTC,2021-09-01,,,,,,,,,,,,,,25-29,M,07-14,085-099,01-02,U+,35+,Provence-Alpes-Cote D'azur,False,False
92,4703959232732806939,-3687792185875996791,,False,False,False,2021-09-01 09:13:35 UTC,2021-09-07,,,,,,,,,,,,,,40-59,F,00,100,20+,A-E,27-28,Auvergne,False,False
93,8607184452802490944,7066171534115138717,,False,False,False,2021-09-01 11:30:13 UTC,2021-09-06,,,,,,,,,,,,,,25-29,M,00,100,15-19,L-N,33-34,Rhone-Alpes,False,False
94,-5296994617051941045,6019423393826474268,,False,False,False,2021-09-01 14:27:25 UTC,2021-09-15,,,,,,,,,,,,,,40-59,F,15+,050,03-05,F-H,31-32,Bretagne,True,False
95,-7507148371611181438,3226106120988856341,,False,False,False,2021-09-01 10:23:19 UTC,2021-09-05,,,,,,,,,,,,,,30-39,F,00,100,10-14,I-K,29-30,Ile-De-France,False,False
96,2417073669750258544,-7107974512956244,,False,False,False,2021-09-01 19:48:23 UTC,2021-09-08,,,,,,,,,,,,,,21-24,F,00,101+,10-14,F-H,29-30,Franche-Comte,False,False
97,-2305762965373800865,-5862323682836224359,,False,False,False,2021-09-01 12:28:42 UTC,2021-09-12,,,,,,,,,,,,,,18-20,M,02,085-099,15-19,O-R,33-34,Auvergne,False,False
98,786552017231734182,-3539170840155542690,,False,False,False,2021-09-01 15:10:54 UTC,2021-09-02,,,,,,,,,,,,,,21-24,F,03-06,085-099,10-14,I-K,29-30,Poitou-Charentes,False,False
99,-8164617647734524368,4184150534728588558,,False,False,False,2021-09-01 09:07:14 UTC,2021-09-01,,,,,,,,,,,,,,21-24,M,00,100,15-19,L-N,33-34,Bretagne,False,False
100,-1714185921242022127,-7849353713930617019,,False,False,False,2021-09-01 17:58:13 UTC,2021-09-03,,,,,,,,,,,,,,30-39,F,15+,051-063,03-05,F-H,29-30,Alsace,True,False
101,-6969447676068667191,-8866822592160220903,,False,False,False,2021-09-01 17:21:16 UTC,2021-09-01,,,,,,,,,,,,,,30-39,M,07-14,100,20+,A-E,20-26,Basse-Normandie,False,False
102,-766030220923282487,4060498039757105887,,False,False,False,2021-09-01 16:52:07 UTC,2021-09-03,,,,,,,,,,,,,,25-29,M,00,100,20+,F-H,29-30,Poitou-Charentes,False,False
103,5581666470617112816,4292586018962494059,,False,False,False,2021-09-01 14:10:10 UTC,2021-09-02,,,,,,,,,,,,,,40-59,F,15+,050,10-14,O-R,33-34,Rhone-Alpes,False,False
104,-4363145180876871297,2076473537118463951,,False,False,False,2021-09-01 07:16:55 UTC,2021-09-01,,,,,,,,,,,,,,30-39,M,07-14,085-099,20+,U+,35+,Provence-Alpes-Cote D'azur,False,False
105,3970471197762557128,-7776676300851586487,,False,False,False,2021-09-01 05:23:18 UTC,2021-09-11,,,,,,,,,,,,,,21-24,F,00,100,20+,I-K,31-32,Basse-Normandie,True,False
106,-6178613416331416970,5104053910760531129,,False,False,False,2021-09-01 16:56:17 UTC,2021-09-08,,,,,,,,,,,,,,18-20,F,00,101+,20+,F-H,29-30,Rhone-Alpes,False,False
107,-3720410855024299355,-1149126991488529273,,False,False,False,2021-09-01 12:47:12 UTC,2021-09-01,,,,,,,,,,,,,,40-59,F,15+,050,20+,I-K,29-30,Aquitaine,True,True
108,5448948580226412553,4737306774874131051,,False,False,False,2021-09-01 13:41:17 UTC,2021-09-02,,,,,,,,,,,,,,21-24,M,00,100,01-02,O-R,35+,Poitou-Charentes,False,False
109,-7733315582628451583,6672610464283584622,,False,False,False,2021-09-01 08:20:51 UTC,2021-09-01,,,,,,,,,,,,,,60+,F,03-06,100,10-14,A-E,27-28,Ile-De-France,False,False
110,-4787417580447923564,-6715514898541979823,,False,False,False,2021-09-01 03:09:42 UTC,2021-09-02,,,,,,,,,,,,,,40-59,M,00,100,06-09,L-N,33-34,Ile-De-France,False,False
111,7573848510077929618,-3750340432784590623,,False,False,False,2021-09-01 12:50:16 UTC,2021-10-01,,,,,,,,,,,,,,21-24,M,03-06,100,15-19,L-N,31-32,Nord-Pas-De-Calais,False,False
112,5915931168270183226,-6770623498967237417,,False,False,False,2021-09-01 16:03:49 UTC,2021-09-30,,,,,,,,,,,,,,40-59,M,15+,050,06-09,L-N,33-34,Ile-De-France,False,False
113,-2516689823756988842,2416909990585720369,,False,False,False,2021-09-01 19:44:26 UTC,2021-09-02,,,,,,,,,,,,,,30-39,M,00,100,10-14,L-N,33-34,Franche-Comte,False,False
114,-6085496412566498759,-4515521072295956393,,False,False,False,2021-09-01 12:46:03 UTC,2021-09-03,,,,,,,,,,,,,,21-24,M,03-06,100,06-09,I-K,31-32,Picardie,True,True
115,8183409480570892883,-606897935605749509,,False,False,False,2021-09-01 16:31:02 UTC,2021-10-01,,,,,,,,,,,,,,40-59,M,00,100,10-14,I-K,29-30,Provence-Alpes-Cote D'azur,False,False
116,2106321520528151846,1571052620223373553,,False,False,False,2021-09-01 07:46:58 UTC,2021-09-05,,,,,,,,,,,,,,21-24,M,01,100,03-05,I-K,29-30,Ile-De-France,False,False
117,-8556041960708240468,3895185106953640070,,False,False,False,2021-09-01 06:33:18 UTC,2021-09-06,,,,,,,,,,,,,,25-29,F,02,100,06-09,I-K,29-30,Provence-Alpes-Cote D'azur,True,False
118,9217675206066879356,218137567475567211,,False,False,False,2021-09-01 20:42:21 UTC,2021-09-07,,,,,,,,,,,,,,21-24,M,03-06,101+,06-09,O-R,35+,Aquitaine,False,False
119,-2327883083796878935,3419948303538867016,,False,False,False,2021-09-01 17:09:16 UTC,2021-09-02,,,,,,,,,,,,,,40-59,F,15+,050,10-14,I-K,29-30,Nord-Pas-De-Calais,True,False
120,-3481716558192330264,-4537105449991420013,,False,False,False,2021-09-01 10:01:14 UTC,2021-09-09,,,,,,,,,,,,,,18-20,M,00,101+,15-19,F-H,29-30,Aquitaine,False,False
121,7252806707870599131,2154802018145983913,,False,False,False,2021-09-01 11:04:20 UTC,2021-09-23,,,,,,,,,,,,,,30-39,M,00,100,10-14,I-K,31-32,Centre,False,False
122,2742587398862834572,-6196819303438922063,,False,False,False,2021-09-01 15:34:57 UTC,2021-09-08,,,,,,,,,,,,,,18-20,M,00,100,03-05,L-N,35+,Ile-De-France,False,False
123,3993270869748864694,-6014722802578935536,,False,False,False,2021-09-01 12:10:57 UTC,2021-09-05,,,,,,,,,,,,,,60+,M,15+,050,15-19,I-K,29-30,Aquitaine,True,False
124,-6557862216212716780,6417788977143244366,,False,False,False,2021-09-01 12:00:00 UTC,2021-09-02,,,,,,,,,,,,,,21-24,M,00,100,10-14,L-N,31-32,Picardie,False,False
125,7254998723916651306,1107216115348353489,,False,False,False,2021-09-01 15:57:22 UTC,2021-09-02,,,,,,,,,,,,,,40-59,M,15+,064-084,03-05,L-N,31-32,Centre,True,False
126,-5776193307375380222,6999770604119455329,,False,False,False,2021-09-01 04:42:52 UTC,2021-09-01,,,,,,,,,,,,,,30-39,M,07-14,100,20+,F-H,27-28,Ile-De-France,False,False
127,3048421596913582802,2024690074001769586,,False,False,False,2021-09-01 22:44:12 UTC,2021-09-10,,,,,,,,,,,,,,18-20,M,00,100,20+,F-H,29-30,Aquitaine,False,False
128,-719837321043614110,5104053910760531129,,False,False,False,2021-09-01 16:54:51 UTC,2021-09-08,,,,,,,,,,,,,,18-20,F,00,101+,20+,F-H,29-30,Rhone-Alpes,False,False
129,-4634721066295015840,2579031027621274185,,False,False,False,2021-09-01 19:23:15 UTC,2021-09-02,,,,,,,,,,,,,,30-39,M,00,100,20+,A-E,27-28,Nord-Pas-De-Calais,False,False
130,8449439317546792073,-2897432266779936004,,False,False,False,2021-09-01 23:01:37 UTC,2021-09-02,,,,,,,,,,,,,,18-20,M,00,100,10-14,I-K,31-32,Bourgogne,False,False
131,-365767152471884275,-6484425823947392789,,False,False,False,2021-09-01 08:44:33 UTC,2021-09-02,,,,,,,,,,,,,,18-20,M,02,085-099,10-14,O-R,33-34,Bretagne,True,False
132,2009708238053105627,-4180250453935825557,,False,False,False,2021-09-01 21:15:08 UTC,2021-09-06,,,,,,,,,,,,,,21-24,M,00,100,15-19,I-K,31-32,Pays De La Loire,False,False
133,7792092768163770153,4753105361357987693,,False,False,False,2021-09-01 21:14:32 UTC,2021-09-03,,,,,,,,,,,,,,30-39,F,00,100,10-14,A-E,27-28,Nord-Pas-De-Calais,False,False
134,-4644873475915413980,-320492399394607427,,False,False,False,2021-09-01 12:26:13 UTC,2021-10-01,,,,,,,,,,,,,,21-24,M,02,085-099,06-09,L-N,35+,Centre,False,False
135,-460576971103333756,-5813225278847104468,,False,False,False,2021-09-01 10:27:59 UTC,2021-09-04,,,,,,,,,,,,,,18-20,F,00,100,20+,I-K,31-32,Provence-Alpes-Cote D'azur,True,False
136,-6220988629637501546,3093423070139046993,,True,False,False,2021-09-01 13:53:31 UTC,2021-09-13,,provider_A,third_party_product_1,intermdiate_product_1,all_risks_product_1,low,low,low,,,,,,30-39,M,07-14,050,20+,A-E,29-30,Aquitaine,False,False
